Geohash,Latitude_SW,Longitude_SW,Latitude_NE,Longitude_NE,Latitude,Longitude,City,County,State,Country,ISO_3166_2,AvgAcceleration,PercentOfVehicles,AvgMonthlyVolume,PercentCar,PercentMPV,PercentLDT,PercentMDT,PercentHDT,PercentOther,UpdateDate,Version
dpz2x765,43.70001,-79.48334,43.70018,-79.48299,43.70015,-79.48324,Toronto,,Ontario,Canada,CA-ON,0.6794,0.0283,212,0.0377,0.2311,0.2075,0.0377,0.1321,0.3539,2019-01-04,2.0
dpz2t56e,43.70001,-79.58153,43.70018,-79.58118,43.70009,-79.58134,Toronto,,Ontario,Canada,CA-ON,0.4704,0.0443,542,0.0019,0.0315,0.0333,0.6426,0.1,0.1907,2019-01-04,2.0
dpz2w527,43.70001,-79.54067,43.70018,-79.54033,43.7001,-79.54055,Toronto,,Ontario,Canada,CA-ON,0.1468,0.015,266,0.0075,0.1925,0.1698,0.0415,0.2038,0.3849,2019-01-04,2.0
dpz2wg7e,43.70001,-79.50325,43.70018,-79.50291,43.7001,-79.503,Toronto,,Ontario,Canada,CA-ON,0.3523,0.0351,12802,0.0299,0.1431,0.2217,0.0403,0.1301,0.4349,2019-01-04,2.0
dpz9hfzp,43.78584,-79.23477,43.78601,-79.23443,43.78589,-79.23466,Toronto,,Ontario,Canada,CA-ON,0.9574,0.0087,61491,0.0223,0.0899,0.1824,0.0352,0.4437,0.2265,2019-01-04,2.0
dpz94dcp,43.78584,-79.34189,43.78601,-79.34155,43.78592,-79.34181,Toronto,,Ontario,Canada,CA-ON,0.3105,0.0107,32833,0.0325,0.1542,0.2892,0.0624,0.2371,0.2246,2019-01-04,2.0
dpz90dvp,43.78584,-79.42429,43.78601,-79.42394,43.78591,-79.4242,Toronto,,Ontario,Canada,CA-ON,0.2735,0.1077,1514,0.0365,0.4279,0.1628,0.0233,0.0432,0.3063,2019-01-04,2.0
dpz90dcz,43.78584,-79.42875,43.78601,-79.42841,43.78592,-79.42844,Toronto,,Ontario,Canada,CA-ON,0.3475,0.3793,29,0.0,0.069,0.1379,0.0,0.3793,0.4138,2019-01-04,2.0
dpz9p4cr,43.78584,-79.14379,43.78601,-79.14345,43.78591,-79.14357,Toronto,,Ontario,Canada,CA-ON,0.4703,0.1,70,0.0,0.4857,0.3,0.0714,0.0714,0.0715,2019-01-04,2.0
dpz95dzx,43.78584,-79.28902,43.78601,-79.28867,43.78589,-79.28891,Toronto,,Ontario,Canada,CA-ON,0.4307,0.1193,109,0.0275,0.2018,0.2844,0.1193,0.1651,0.2019,2019-01-04,2.0
dpz95fbx,43.78584,-79.28764,43.78601,-79.2873,43.78595,-79.28746,Toronto,,Ontario,Canada,CA-ON,0.3448,0.125,32,0.0,0.125,0.4688,0.0938,0.0938,0.2186,2019-01-04,2.0
dpz9ndyr,43.78584,-79.1589,43.78601,-79.15855,43.78584,-79.15866,Toronto,,Ontario,Canada,CA-ON,0.3868,0.0303,33,0.0,0.2424,0.5455,0.0303,0.0909,0.0909,2019-01-04,2.0
dpz95dgz,43.78584,-79.29417,43.78601,-79.29382,43.78592,-79.29405,Toronto,,Ontario,Canada,CA-ON,0.5718,0.2283,184,0.0331,0.4033,0.1989,0.0276,0.2486,0.0885,2019-01-04,2.0
dpz8sr9t,43.7237,-79.2643,43.72387,-79.26395,43.72375,-79.26426,Toronto,,Ontario,Canada,CA-ON,0.4646,0.0031,1283,0.018,0.1765,0.3176,0.0471,0.1365,0.3043,2019-01-04,2.0
dpz8spem,43.7237,-79.27288,43.72387,-79.27254,43.72387,-79.27284,Toronto,,Ontario,Canada,CA-ON,0.2681,0.0132,76,0.0263,0.2895,0.2895,0.0132,0.0789,0.3026,2019-01-04,2.0
dpz8dx8v,43.7237,-79.34223,43.72387,-79.34189,43.72376,-79.34208,Toronto,,Ontario,Canada,CA-ON,0.6168,0.1333,150,0.0067,0.28,0.1133,0.2733,0.2267,0.1,2019-01-04,2.0
dpz2xrxt,43.7237,-79.47578,43.72387,-79.47544,43.72378,-79.47561,Toronto,,Ontario,Canada,CA-ON,0.3177,0.0154,40426,0.0376,0.149,0.2557,0.0726,0.2214,0.2637,2019-01-04,2.0
dpz88pdj,43.7237,-79.45038,43.72387,-79.45004,43.72385,-79.45034,Toronto,,Ontario,Canada,CA-ON,0.7626,0.2333,30,0.0,0.1667,0.1,0.0,0.3333,0.4,2019-01-04,2.0
dpz2xxdt,43.7237,-79.47166,43.72387,-79.47132,43.72375,-79.47146,Toronto,,Ontario,Canada,CA-ON,0.6389,0.4535,269,0.0112,0.2948,0.0448,0.0858,0.3881,0.1753,2019-01-04,2.0
dpz2wrst,43.7237,-79.52385,43.72387,-79.52351,43.72378,-79.52357,Toronto,,Ontario,Canada,CA-ON,0.3184,0.0052,40920,0.0233,0.1039,0.2514,0.0636,0.3171,0.2407,2019-01-04,2.0
dpz89pej,43.7237,-79.40506,43.72387,-79.40472,43.72371,-79.40485,Toronto,,Ontario,Canada,CA-ON,0.3628,0.1429,63,0.0,0.2742,0.1935,0.0806,0.1935,0.2582,2019-01-04,2.0
dpz2xrwv,43.7237,-79.47681,43.72387,-79.47647,43.72378,-79.47664,Toronto,,Ontario,Canada,CA-ON,0.3691,0.0015,101676,0.0199,0.0833,0.1522,0.0367,0.4712,0.2367,2019-01-04,2.0
dpz8ez9m,43.7237,-79.28661,43.72387,-79.28627,43.72385,-79.28642,Toronto,,Ontario,Canada,CA-ON,0.6239,0.0563,71,0.0,0.2958,0.2254,0.0141,0.169,0.2957,2019-01-04,2.0
dpz2wxxj,43.7237,-79.50943,43.72387,-79.50909,43.72379,-79.50931,Toronto,,Ontario,Canada,CA-ON,0.506,0.0423,9270,0.0305,0.2197,0.1648,0.0368,0.1226,0.4256,2019-01-04,2.0
dpz8szxt,43.7237,-79.23409,43.72387,-79.23374,43.72379,-79.2339,Toronto,,Ontario,Canada,CA-ON,0.5007,0.0206,10067,0.0335,0.2259,0.3393,0.0713,0.1386,0.1914,2019-01-04,2.0
dpz89zem,43.7237,-79.37176,43.72387,-79.37141,43.72377,-79.3716,Toronto,,Ontario,Canada,CA-ON,0.4415,0.2056,107,0.0,0.0283,0.3868,0.066,0.0566,0.4623,2019-01-04,2.0
dpz2xpxv,43.7237,-79.48643,43.72387,-79.48608,43.72372,-79.48622,Toronto,,Ontario,Canada,CA-ON,0.1476,0.0826,121,0.2167,0.2083,0.3083,0.025,0.025,0.2167,2019-01-04,2.0
dpz2xp8j,43.7237,-79.49707,43.72387,-79.49673,43.72378,-79.49688,Toronto,,Ontario,Canada,CA-ON,0.4199,0.1383,593,0.09,0.2258,0.2632,0.0458,0.0662,0.309,2019-01-04,2.0
dpz88p9t,43.7237,-79.45107,43.72387,-79.45072,43.72376,-79.45089,Toronto,,Ontario,Canada,CA-ON,0.3688,0.3913,46,0.0,0.1304,0.2174,0.0217,0.3043,0.3262,2019-01-04,2.0
dpz9q166,43.82069,-79.18636,43.82086,-79.18602,43.82071,-79.1862,Toronto,,Ontario,Canada,CA-ON,0.3074,0.0455,22,0.0,0.0455,0.5909,0.1364,0.0455,0.1817,2019-01-04,2.0
dpz9k97d,43.82069,-79.25056,43.82086,-79.25022,43.82081,-79.25028,Toronto,,Ontario,Canada,CA-ON,0.7551,0.4545,11,0.0,0.0,0.1818,0.0,0.1818,0.6364,2019-01-04,2.0
dpz2rs65,43.66156,-79.47235,43.66173,-79.47201,43.66166,-79.47203,Toronto,,Ontario,Canada,CA-ON,0.3404,0.0315,127,0.024,0.288,0.136,0.04,0.096,0.416,2019-01-04,2.0
dpz86s27,43.66156,-79.34292,43.66173,-79.34258,43.66163,-79.34287,Toronto,,Ontario,Canada,CA-ON,0.3201,0.242,1252,0.0202,0.3161,0.1665,0.1196,0.0517,0.3259,2019-01-04,2.0
dpz82hr7,43.66156,-79.44317,43.66173,-79.44283,43.66167,-79.44294,Toronto,,Ontario,Canada,CA-ON,0.4835,0.0472,254,0.0397,0.3016,0.2579,0.0198,0.0476,0.3334,2019-01-04,2.0
dpz86u6g,43.66156,-79.3285,43.66173,-79.32816,43.66164,-79.32832,Toronto,,Ontario,Canada,CA-ON,0.3306,0.0379,580,0.0191,0.253,0.1837,0.078,0.1525,0.3137,2019-01-04,2.0
dpz2qh7g,43.66156,-79.53587,43.66173,-79.53552,43.66164,-79.53558,Toronto,,Ontario,Canada,CA-ON,0.4605,0.177,113,0.0442,0.2301,0.1239,0.0796,0.292,0.2302,2019-01-04,2.0
dpz82urg,43.66156,-79.40952,43.66173,-79.40918,43.66163,-79.40935,Toronto,,Ontario,Canada,CA-ON,0.2809,0.1169,5381,0.026,0.1941,0.122,0.0425,0.0614,0.554,2019-01-04,2.0
dpz2rhm7,43.66156,-79.48986,43.66173,-79.48952,43.66169,-79.48956,Toronto,,Ontario,Canada,CA-ON,0.6532,0.0095,3055,0.031,0.1733,0.2086,0.0629,0.0847,0.4395,2019-01-04,2.0
dpz83s35,43.66156,-79.38583,43.66173,-79.38549,43.66164,-79.3857,Toronto,,Ontario,Canada,CA-ON,0.3166,0.0631,1411,0.0444,0.2229,0.1104,0.028,0.0523,0.542,2019-01-04,2.0
dpz86k3e,43.66156,-79.35219,43.66173,-79.35184,43.66167,-79.35195,Toronto,,Ontario,Canada,CA-ON,1.3444,0.1857,140,0.0071,0.3714,0.1929,0.0857,0.0214,0.3215,2019-01-04,2.0
dpz83hqe,43.66156,-79.40025,43.66173,-79.39991,43.66161,-79.40009,Toronto,,Ontario,Canada,CA-ON,0.3674,0.0859,733,0.0041,0.2949,0.2003,0.1152,0.0247,0.3608,2019-01-04,2.0
dpz83ume,43.66156,-79.36867,43.66173,-79.36832,43.66167,-79.36836,Toronto,,Ontario,Canada,CA-ON,0.595,0.0983,173,0.1503,0.2197,0.1908,0.0925,0.0578,0.2889,2019-01-04,2.0
dpz2nc19,43.59941,-79.506,43.59959,-79.50565,43.5995,-79.50597,Toronto,,Ontario,Canada,CA-ON,0.4293,0.0773,181,0.0056,0.2123,0.2849,0.0056,0.1508,0.3408,2019-01-04,2.0
dpz2n341,43.59941,-79.52728,43.59959,-79.52694,43.59954,-79.5272,Toronto,,Ontario,Canada,CA-ON,0.5175,0.1389,144,0.0559,0.1678,0.1469,0.1049,0.3287,0.1958,2019-01-04,2.0
dpz2n903,43.59941,-79.5187,43.59959,-79.51836,43.59949,-79.51866,Toronto,,Ontario,Canada,CA-ON,0.23,0.034,206,0.039,0.2976,0.1561,0.0244,0.2244,0.2585,2019-01-04,2.0
dpz8fheu,43.75099,-79.36008,43.75116,-79.35974,43.75114,-79.35992,Toronto,,Ontario,Canada,CA-ON,0.3415,0.3511,94,0.0109,0.4783,0.2283,0.0326,0.0217,0.2282,2019-01-04,2.0
dpz8us9k,43.75099,-79.25365,43.75116,-79.25331,43.75111,-79.25351,Toronto,,Ontario,Canada,CA-ON,0.3587,0.0625,128,0.0079,0.5669,0.2835,0.0157,0.0157,0.1103,2019-01-04,2.0
dpz8uhsk,43.75099,-79.27151,43.75116,-79.27116,43.75111,-79.27125,Toronto,,Ontario,Canada,CA-ON,0.2831,0.2,45,0.0,0.4667,0.3333,0.0667,0.0667,0.0666,2019-01-04,2.0
dpz8uk8s,43.75099,-79.26567,43.75116,-79.26533,43.75113,-79.2654,Toronto,,Ontario,Canada,CA-ON,0.2963,0.3663,101,0.0594,0.4257,0.2871,0.0693,0.0099,0.1486,2019-01-04,2.0
dpz2vsws,43.75099,-79.55406,43.75116,-79.55372,43.75108,-79.55374,Toronto,,Ontario,Canada,CA-ON,0.3206,0.0526,76,0.0,0.1447,0.4079,0.1053,0.1974,0.1447,2019-01-04,2.0
dpz2zuwh,43.75099,-79.45587,43.75116,-79.45553,43.75105,-79.45576,Toronto,,Ontario,Canada,CA-ON,0.5399,0.4483,29,0.0,0.2759,0.4828,0.0345,0.0,0.2068,2019-01-04,2.0
dpz2useu,43.75099,-79.60178,43.75116,-79.60144,43.75111,-79.60159,Toronto,,Ontario,Canada,CA-ON,0.5285,0.0833,84,0.0119,0.1429,0.1905,0.0119,0.4762,0.1666,2019-01-04,2.0
dpz8fkss,43.75099,-79.34807,43.75116,-79.34772,43.75111,-79.34789,Toronto,,Ontario,Canada,CA-ON,0.8937,0.2423,842,0.0,0.6396,0.2327,0.0286,0.0501,0.049,2019-01-04,2.0
dpz8yh9k,43.75099,-79.18774,43.75116,-79.18739,43.75105,-79.18767,Toronto,,Ontario,Canada,CA-ON,0.1716,0.0645,31,0.0,0.5484,0.3548,0.0,0.0,0.0968,2019-01-04,2.0
dpz2yksh,43.75099,-79.52454,43.75116,-79.52419,43.75106,-79.5243,Toronto,,Ontario,Canada,CA-ON,0.6296,0.1307,153,0.0,0.2095,0.25,0.0338,0.2568,0.2499,2019-01-04,2.0
dpz2yues,43.75099,-79.50325,43.75116,-79.50291,43.75103,-79.50301,Toronto,,Ontario,Canada,CA-ON,0.3812,0.1243,185,0.0055,0.1703,0.5385,0.011,0.1154,0.1593,2019-01-04,2.0
dpz8bkth,43.75099,-79.43527,43.75116,-79.43493,43.75106,-79.43504,Toronto,,Ontario,Canada,CA-ON,0.6208,0.3611,36,0.0556,0.4167,0.25,0.0,0.2222,0.0555,2019-01-04,2.0
dpz8vs8h,43.75099,-79.21143,43.75116,-79.21108,43.7511,-79.21129,Toronto,,Ontario,Canada,CA-ON,1.3329,0.2343,1874,0.0524,0.2258,0.3269,0.0459,0.0859,0.2631,2019-01-04,2.0
dpz2zsxs,43.75099,-79.4648,43.75116,-79.46445,43.75107,-79.46459,Toronto,,Ontario,Canada,CA-ON,0.4413,0.2381,105,0.0388,0.4757,0.2524,0.0097,0.0291,0.1943,2019-01-04,2.0
dpz3p626,43.78223,-79.48574,43.78241,-79.4854,43.78232,-79.48563,Toronto,,Ontario,Canada,CA-ON,0.4151,0.3082,662,0.0,0.177,0.2224,0.2118,0.2511,0.1377,2019-01-04,2.0
dpz916q4,43.78223,-79.38995,43.78241,-79.38961,43.78236,-79.3897,Toronto,,Ontario,Canada,CA-ON,0.5775,0.1875,48,0.0417,0.5208,0.2292,0.0,0.0,0.2083,2019-01-04,2.0
dpz3p66d,43.78223,-79.48265,43.78241,-79.48231,43.78236,-79.48253,Toronto,,Ontario,Canada,CA-ON,0.3882,0.0466,236,0.5641,0.0427,0.0171,0.0043,0.2308,0.141,2019-01-04,2.0
dpz9j4qd,43.78223,-79.22447,43.78241,-79.22413,43.78238,-79.22416,Toronto,,Ontario,Canada,CA-ON,0.0751,0.0833,12,0.0833,0.3333,0.4167,0.0,0.1667,0.0,2019-01-04,2.0
dpz9hd36,43.78223,-79.25365,43.78241,-79.25331,43.78238,-79.25338,Toronto,,Ontario,Canada,CA-ON,0.3219,0.0226,2081,0.0294,0.1993,0.3161,0.0666,0.1916,0.197,2019-01-04,2.0
dpz9jdk4,43.78223,-79.20593,43.78241,-79.20559,43.78238,-79.2058,Toronto,,Ontario,Canada,CA-ON,0.2867,0.0431,1484,0.0299,0.1996,0.3394,0.076,0.1283,0.2268,2019-01-04,2.0
dpz9n664,43.78223,-79.17572,43.78241,-79.17538,43.78235,-79.17556,Toronto,,Ontario,Canada,CA-ON,0.304,0.0047,1058,0.0521,0.1754,0.3194,0.0512,0.1365,0.2654,2019-01-04,2.0
dpz95d74,43.78223,-79.2952,43.78241,-79.29485,43.78232,-79.2951,Toronto,,Ontario,Canada,CA-ON,0.3832,0.1087,92,0.0,0.4674,0.3261,0.0109,0.1196,0.076,2019-01-04,2.0
dpz90f7f,43.78223,-79.41502,43.78241,-79.41467,43.78232,-79.41482,Toronto,,Ontario,Canada,CA-ON,0.7338,0.141,78,0.0909,0.2078,0.3896,0.1558,0.026,0.1299,2019-01-04,2.0
dpz90666,43.78223,-79.43905,43.78241,-79.43871,43.78234,-79.43892,Toronto,,Ontario,Canada,CA-ON,0.3548,0.0105,1146,0.0307,0.336,0.2386,0.0316,0.1053,0.2578,2019-01-04,2.0
dpz9p436,43.78223,-79.14379,43.78241,-79.14345,43.78229,-79.14371,Toronto,,Ontario,Canada,CA-ON,0.201,0.0098,205,0.0,0.197,0.6502,0.0394,0.0345,0.0789,2019-01-04,2.0
dpz91476,43.78223,-79.40472,43.78241,-79.40437,43.78227,-79.40448,Toronto,,Ontario,Canada,CA-ON,0.7154,0.0239,3305,0.0705,0.2262,0.2192,0.0617,0.1213,0.3011,2019-01-04,2.0
dpz9hfm6,43.78223,-79.23717,43.78241,-79.23683,43.78232,-79.23702,Toronto,,Ontario,Canada,CA-ON,0.3432,0.376,125,0.0,0.2358,0.0569,0.0894,0.5285,0.0894,2019-01-04,2.0
dpz889kd,43.68885,-79.42497,43.68902,-79.42463,43.68898,-79.4248,Toronto,,Ontario,Canada,CA-ON,0.4711,0.3113,424,0.0212,0.2146,0.2618,0.0755,0.0519,0.375,2019-01-04,2.0
dpz88cm6,43.68885,-79.41296,43.68902,-79.41261,43.68893,-79.41278,Toronto,,Ontario,Canada,CA-ON,0.2737,0.0777,2921,0.0392,0.2381,0.2488,0.0716,0.0616,0.3407,2019-01-04,2.0
dpz2scr6,43.68885,-79.58599,43.68902,-79.58565,43.68897,-79.58577,Toronto,,Ontario,Canada,CA-ON,0.6144,0.0769,91,0.011,0.5385,0.1538,0.033,0.0989,0.1648,2019-01-04,2.0
dpz2x174,43.68885,-79.49295,43.68902,-79.49261,43.68895,-79.49265,Toronto,,Ontario,Canada,CA-ON,0.4202,0.1121,232,0.013,0.2478,0.1957,0.0261,0.013,0.5044,2019-01-04,2.0
dpz889q6,43.68885,-79.42257,43.68902,-79.42223,43.689,-79.42228,Toronto,,Ontario,Canada,CA-ON,0.2743,0.1905,42,0.0,0.2143,0.2381,0.0238,0.0238,0.5,2019-01-04,2.0
dpz2t1q4,43.68885,-79.57672,43.68902,-79.57638,43.68894,-79.57647,Toronto,,Ontario,Canada,CA-ON,0.4137,0.0116,4671,0.0694,0.1939,0.2999,0.0681,0.1909,0.1778,2019-01-04,2.0
dpz8dcqf,43.68885,-79.32301,43.68902,-79.32266,43.68889,-79.32292,Toronto,,Ontario,Canada,CA-ON,0.445,0.0789,228,0.0133,0.3982,0.2832,0.0354,0.0354,0.2345,2019-01-04,2.0
dpz893mf,43.68885,-79.3903,43.68902,-79.38995,43.68895,-79.39013,Toronto,,Ontario,Canada,CA-ON,0.2959,0.0656,4391,0.0661,0.2122,0.1795,0.0848,0.0857,0.3717,2019-01-04,2.0
dpz89166,43.68885,-79.40609,43.68902,-79.40575,43.68894,-79.40587,Toronto,,Ontario,Canada,CA-ON,0.4056,0.0141,1280,0.0879,0.2284,0.2088,0.073,0.044,0.3579,2019-01-04,2.0
dpz89364,43.68885,-79.39545,43.68902,-79.3951,43.68896,-79.39527,Toronto,,Ontario,Canada,CA-ON,0.4567,0.0877,958,0.1653,0.3105,0.1316,0.0516,0.0695,0.2715,2019-01-04,2.0
dpz2wcmf,43.68885,-79.50016,43.68902,-79.49982,43.68892,-79.50013,Toronto,,Ontario,Canada,CA-ON,0.2856,0.0142,2952,0.0411,0.1687,0.2438,0.0456,0.1173,0.3835,2019-01-04,2.0
dpz8e1m6,43.68885,-79.31408,43.68902,-79.31374,43.68887,-79.31405,Toronto,,Ontario,Canada,CA-ON,0.3753,0.0159,251,0.0081,0.247,0.2632,0.0445,0.0769,0.3603,2019-01-04,2.0
dpz8e3qd,43.68885,-79.30138,43.68902,-79.30103,43.68896,-79.30121,Toronto,,Ontario,Canada,CA-ON,0.2896,0.0442,113,0.0,0.0973,0.2301,0.0,0.0442,0.6284,2019-01-04,2.0
dpz8936d,43.68885,-79.39476,43.68902,-79.39442,43.68895,-79.39449,Toronto,,Ontario,Canada,CA-ON,0.4308,0.0441,7170,0.0616,0.1832,0.148,0.0632,0.1192,0.4248,2019-01-04,2.0
dpz2x1qd,43.68885,-79.48814,43.68902,-79.4878,43.6889,-79.48801,Toronto,,Ontario,Canada,CA-ON,0.6309,0.1585,164,0.0,0.0,0.75,0.0183,0.2256,0.0061,2019-01-04,2.0
dpz2wc34,43.68885,-79.50668,43.68902,-79.50634,43.68889,-79.50643,Toronto,,Ontario,Canada,CA-ON,1.3108,0.3333,12,0.0,0.0909,0.2727,0.1818,0.3636,0.091,2019-01-04,2.0
dpz8e136,43.68885,-79.31957,43.68902,-79.31923,43.68892,-79.31942,Toronto,,Ontario,Canada,CA-ON,0.509,0.0783,217,0.0092,0.2903,0.4055,0.0461,0.0461,0.2028,2019-01-04,2.0
dpz8d17d,43.68885,-79.36043,43.68902,-79.36008,43.68896,-79.36038,Toronto,,Ontario,Canada,CA-ON,0.3868,0.002,24095,0.0485,0.2006,0.2433,0.0787,0.1547,0.2742,2019-01-04,2.0
dpz89134,43.68885,-79.40781,43.68902,-79.40746,43.68896,-79.40758,Toronto,,Ontario,Canada,CA-ON,0.585,0.0878,581,0.369,0.231,0.119,0.0207,0.0397,0.2206,2019-01-04,2.0
dpz899k4,43.68885,-79.38171,43.68902,-79.38137,43.68889,-79.38153,Toronto,,Ontario,Canada,CA-ON,0.1558,0.0652,46,0.0217,0.4565,0.1304,0.0435,0.0652,0.2827,2019-01-04,2.0
dpz8dc66,43.68885,-79.32919,43.68902,-79.32884,43.68892,-79.32896,Toronto,,Ontario,Canada,CA-ON,0.4002,0.0672,134,0.0226,0.4887,0.1053,0.0451,0.0226,0.3157,2019-01-04,2.0
dpz2nq40,43.62671,-79.52728,43.62688,-79.52694,43.62674,-79.52706,Toronto,,Ontario,Canada,CA-ON,0.3513,0.0094,2126,0.0256,0.2622,0.1642,0.1448,0.1642,0.239,2019-01-04,2.0
dpz2jnpb,43.62671,-79.57432,43.62688,-79.57397,43.62685,-79.57421,Toronto,,Ontario,Canada,CA-ON,0.3378,0.0294,170,0.0118,0.3,0.2353,0.0,0.3059,0.147,2019-01-04,2.0
dpz2jwjb,43.62671,-79.55509,43.62688,-79.55475,43.62682,-79.55493,Toronto,,Ontario,Canada,CA-ON,0.8387,0.0241,83,0.0,0.0,0.0732,0.0,0.6829,0.2439,2019-01-04,2.0
dpz2nwj8,43.62671,-79.51149,43.62688,-79.51115,43.62677,-79.51139,Toronto,,Ontario,Canada,CA-ON,0.624,0.0961,229,0.0262,0.2402,0.2271,0.0262,0.2533,0.227,2019-01-04,2.0
dpz2nnn2,43.62671,-79.53243,43.62688,-79.53209,43.62678,-79.5323,Toronto,,Ontario,Canada,CA-ON,0.6516,0.0784,4466,0.005,0.3459,0.0776,0.0016,0.4002,0.1697,2019-01-04,2.0
dpz94rzy,43.81313,-79.34361,43.8133,-79.34326,43.81319,-79.34338,Toronto,,Ontario,Canada,CA-ON,0.3462,0.4355,62,0.1613,0.3065,0.3387,0.0,0.0161,0.1774,2019-01-04,2.0
dpz9hxbn,43.81313,-79.25537,43.8133,-79.25503,43.81329,-79.25525,Toronto,,Ontario,Canada,CA-ON,0.5206,0.0745,188,0.0,0.2553,0.0266,0.0745,0.5213,0.1223,2019-01-04,2.0
dpz9hzcq,43.81313,-79.24267,43.8133,-79.24232,43.81318,-79.2425,Toronto,,Ontario,Canada,CA-ON,0.3407,0.0854,5115,0.023,0.1497,0.2702,0.0576,0.2914,0.2081,2019-01-04,2.0
dpz2m6gr,43.654,-79.56951,43.65417,-79.56917,43.65415,-79.56922,Toronto,,Ontario,Canada,CA-ON,0.6047,0.0164,61,0.0164,0.2459,0.2459,0.082,0.1803,0.2295,2019-01-04,2.0
dpz836bp,43.654,-79.39819,43.65417,-79.39785,43.65403,-79.39797,Toronto,,Ontario,Canada,CA-ON,0.5536,0.1149,348,0.0317,0.2017,0.1816,0.0231,0.1412,0.4207,2019-01-04,2.0
dpz83dgp,43.654,-79.38309,43.65417,-79.38274,43.65409,-79.38299,Toronto,,Ontario,Canada,CA-ON,0.4545,0.033,3662,0.0467,0.1776,0.1145,0.0456,0.0868,0.5288,2019-01-04,2.0
dpz834zp,43.654,-79.39957,43.65417,-79.39922,43.65415,-79.39952,Toronto,,Ontario,Canada,CA-ON,0.2092,0.069,87,0.0,0.1379,0.1609,0.0345,0.1034,0.5633,2019-01-04,2.0
dpz83dgr,43.654,-79.38274,43.65417,-79.3824,43.65409,-79.38266,Toronto,,Ontario,Canada,CA-ON,0.175,0.0313,64,0.0781,0.2344,0.1094,0.0313,0.125,0.4218,2019-01-04,2.0
dpz83fur,43.654,-79.37038,43.65417,-79.37004,43.65406,-79.37015,Toronto,,Ontario,Canada,CA-ON,0.1341,0.0435,69,0.087,0.1884,0.2029,0.058,0.1594,0.3043,2019-01-04,2.0
dpz83dyr,43.654,-79.37862,43.65417,-79.37828,43.65409,-79.37848,Toronto,,Ontario,Canada,CA-ON,0.4693,0.1264,1914,0.0148,0.2252,0.0943,0.0525,0.107,0.5062,2019-01-04,2.0
dpz2rdcr,43.654,-79.47338,43.65417,-79.47304,43.65406,-79.47315,Toronto,,Ontario,Canada,CA-ON,0.4412,0.225,80,0.0,0.3875,0.1125,0.0,0.025,0.475,2019-01-04,2.0
dpz83dcp,43.654,-79.38583,43.65417,-79.38549,43.65408,-79.3856,Toronto,,Ontario,Canada,CA-ON,0.6001,0.1592,1212,0.0124,0.2148,0.0854,0.0332,0.0638,0.5904,2019-01-04,2.0
dpz8d2st,43.68525,-79.34807,43.68542,-79.34772,43.68532,-79.34802,Toronto,,Ontario,Canada,CA-ON,0.229,0.2353,34,0.0294,0.2941,0.1765,0.0,0.0882,0.4118,2019-01-04,2.0
dpz8e0wm,43.68525,-79.31271,43.68542,-79.31236,43.68534,-79.31259,Toronto,,Ontario,Canada,CA-ON,0.7223,0.106,5537,0.0212,0.1863,0.2347,0.0935,0.1302,0.3341,2019-01-04,2.0
dpz8eb9j,43.68525,-79.28696,43.68542,-79.28661,43.6853,-79.28695,Toronto,,Ontario,Canada,CA-ON,1.1703,0.0857,70,0.0143,0.3286,0.4571,0.0286,0.0286,0.1428,2019-01-04,2.0
dpz2tbxv,43.68525,-79.54136,43.68542,-79.54102,43.68534,-79.5413,Toronto,,Ontario,Canada,CA-ON,0.38,0.0021,4256,0.0373,0.1642,0.3191,0.0743,0.0934,0.3117,2019-01-04,2.0
dpz8ebdt,43.68525,-79.2849,43.68542,-79.28455,43.68539,-79.28484,Toronto,,Ontario,Canada,CA-ON,0.2238,0.186,43,0.093,0.2558,0.3488,0.0465,0.1163,0.1396,2019-01-04,2.0
dpz2t0wj,43.68525,-79.57672,43.68542,-79.57638,43.68536,-79.57647,Toronto,,Ontario,Canada,CA-ON,0.2857,0.0893,224,0.0,0.558,0.4375,0.0,0.0,0.0045,2019-01-04,2.0
dpz2t8wm,43.68525,-79.55441,43.68542,-79.55406,43.68531,-79.55438,Toronto,,Ontario,Canada,CA-ON,0.2675,0.07,957,0.0304,0.2379,0.2778,0.0503,0.0933,0.3103,2019-01-04,2.0
dpz2xb8v,43.68525,-79.46308,43.68542,-79.46274,43.68533,-79.46276,Toronto,,Ontario,Canada,CA-ON,0.3356,0.0273,110,0.0091,0.1364,0.0818,0.0364,0.1545,0.5818,2019-01-04,2.0
dpz88btt,43.68525,-79.41261,43.68542,-79.41227,43.68527,-79.41241,Toronto,,Ontario,Canada,CA-ON,0.279,0.0238,84,0.0241,0.3133,0.1928,0.0241,0.012,0.4337,2019-01-04,2.0
dpz8d2sj,43.68525,-79.34875,43.68542,-79.34841,43.68532,-79.34863,Toronto,,Ontario,Canada,CA-ON,0.4002,0.1966,117,0.0256,0.0769,0.2906,0.0427,0.2735,0.2907,2019-01-04,2.0
dpxryrtj,43.59186,-79.52316,43.59203,-79.52282,43.59196,-79.52298,Toronto,,Ontario,Canada,CA-ON,0.2657,0.0938,128,0.0,0.3071,0.189,0.0394,0.2756,0.1889,2019-01-04,2.0
